stress_id,timestamp,neighborhood,ward,pm25,pm10,temperature_celsius,humidity_percent,flooding_risk,drainage_stress,garbage_overflow_reports,noise_pollution_db,tree_cover_percent,heat_risk_level,waterlogging_reports,environmental_score,latitude,longitude
58b5f966-8c5e-4fdf-9a12-efb66cd0a25b,2026-04-12 09:59:23 UTC,Ballygunge,72,80.4,114.9,37.0,47.7,2.09,1.28,1,77.9,20.0,High,0,5.15,22.524529,88.362553
72e5b65a-72ea-4b13-bf67-8143d324faab,2026-05-23 09:02:10 UTC,Kasba,92,119.8,159.8,37.2,47.4,2.1,1.85,3,76.2,12.5,High,0,6.22,22.516618,88.383955
97b27179-2f22-48be-9d35-dae6eaae9b92,2026-03-09 09:40:02 UTC,Alipore,74,116.8,159.9,31.9,64.1,1.89,2.36,2,74.8,32.0,Moderate,0,5.9,22.526836,88.331252
8ae7f69a-a674-46c3-9912-7805354e16a6,2026-05-26 18:40:21 UTC,Park Circus,64,36.6,46.1,26.4,90.9,9.75,8.43,7,84.1,8.0,Low,26,6.78,22.544604,88.365517
382ec4c4-43ba-4892-89ff-20d8b67dfcb6,2026-06-01 16:47:09 UTC,Gariahat,85,151.2,192.2,37.0,78.2,1.23,2.99,2,73.8,10.0,High,0,7.2,22.52075,88.365844
cb175e21-ac7d-40c1-9760-dab17407093a,2026-05-29 03:45:09 UTC,Alipore,74,118.3,169.5,40.4,47.3,0.08,1.3,1,63.5,32.0,Extreme,0,6.89,22.526411,88.333717
1ea92d87-0f21-4b15-90fd-761ab2e400fb,2026-05-11 11:30:47 UTC,Tangra,58,106.2,168.1,40.5,48.5,1.89,2.57,3,77.7,9.5,Extreme,0,7.76,22.547685,88.393858
d8a05f4e-602d-4ffe-bbea-ff49032c9ceb,2026-06-30 15:29:00 UTC,Gariahat,86,15.6,18.9,27.2,91.7,7.31,7.89,8,72.8,10.0,Low,4,5.93,22.517896,88.367054
88f6f3d3-93fa-4a70-a60c-a9e212aa2a9d,2026-04-08 19:52:25 UTC,Alipore,74,169.2,259.8,38.1,54.3,0.25,3.42,1,75.3,32.0,High,0,7.28,22.533443,88.328101
4bfdc9b3-7455-490a-9fc1-9ef85890905b,2026-06-15 21:11:25 UTC,Tollygunge,97,131.4,184.2,34.5,77.8,0.88,1.32,0,65.8,22.0,Moderate,0,5.9,22.485938,88.349045
949235e4-1fbf-47fe-9611-049a52e2d36e,2026-06-24 23:29:53 UTC,Alipore,74,125.4,164.2,36.9,72.0,0.41,2.32,2,57.1,32.0,High,0,5.71,22.531064,88.325291
a5f786d3-1106-4f00-9b50-f24515454fe1,2026-07-05 17:51:54 UTC,Salt Lake,33,82.9,130.7,31.8,66.4,0.32,1.86,2,74.4,28.0,Moderate,0,5.14,22.591972,88.418341
b0525a42-f36e-4b38-9183-16c8e8ecbfcd,2026-05-05 04:37:34 UTC,Jadavpur,93,85.6,111.9,35.8,53.0,1.44,2.05,2,62.1,18.0,High,0,5.21,22.494769,88.370896
e7baca5b-807f-4f5e-ad4e-b056cf40e7c0,2026-06-15 00:48:05 UTC,Salt Lake,33,110.4,133.1,34.2,78.2,0.23,2.94,0,62.2,28.0,Moderate,0,5.77,22.565001,88.4185
ce696bf1-45e8-441e-85bf-8df8e2cf1bf9,2026-03-24 02:01:15 UTC,Lake Market,87,128.2,197.5,33.4,69.5,1.2,2.54,0,64.4,16.0,Moderate,0,6.29,22.51486,88.346679
17f276a2-6392-4b88-b5a6-dcd39fa2754d,2026-04-08 02:05:18 UTC,Tangra,58,101.0,157.0,38.7,51.9,1.33,0.69,0,61.0,9.5,High,0,5.26,22.554703,88.386023
a0df8bee-24e5-4e10-9d50-c9690796edee,2026-03-11 20:13:34 UTC,Shyambazar,12,131.7,163.3,34.3,62.7,0.5,2.95,2,75.5,9.0,Moderate,0,6.85,22.601418,88.373661
b32dfef9-4335-4c71-9fea-2ed64bd31567,2026-06-13 08:50:10 UTC,Ballygunge,68,99.4,120.9,34.4,73.1,0.92,1.33,4,79.1,20.0,Moderate,0,5.57,22.534968,88.36155
8a300aaf-34b1-4478-b24d-a4dd13d9c758,2026-04-03 18:05:32 UTC,Gariahat,86,116.6,157.5,37.4,48.2,0.79,1.94,0,87.5,10.0,High,0,6.46,22.520597,88.371237
e5430c4e-772c-4c36-8a6e-1ebd554d3c7f,2026-04-17 07:50:54 UTC,Salt Lake,30,102.3,155.8,38.1,47.8,0.87,3.35,2,58.2,28.0,High,0,5.65,22.593117,88.405307
c157e6ab-9864-4c4a-bcce-0577973b7293,2026-06-04 21:32:09 UTC,Alipore,82,97.1,142.7,33.9,74.3,0.02,1.97,2,59.0,32.0,Moderate,0,5.07,22.530046,88.326734
c8fe781f-46ee-4ef1-8b29-ef3fbe81da5c,2026-05-04 23:50:20 UTC,Lake Market,90,114.8,159.5,39.4,53.7,0.73,1.56,1,62.0,16.0,Extreme,0,7.18,22.508104,88.348362
e23e33ca-a4ec-4bb9-abc8-67850bda94cf,2026-05-02 07:35:57 UTC,New Town,103,128.4,205.4,37.6,53.2,1.1,1.01,5,65.3,22.0,High,0,5.74,22.576221,88.473158
269185cf-efe7-4189-928f-db984a6cffdf,2026-06-03 08:55:22 UTC,Behala,119,109.6,143.9,35.2,79.8,0.55,1.64,0,78.5,15.0,High,0,5.95,22.494454,88.313486
9896e339-f426-4427-850b-9628b5730a4e,2026-03-18 17:56:17 UTC,Gariahat,86,86.2,110.9,29.7,63.6,1.95,1.88,1,81.5,10.0,Low,0,5.72,22.519879,88.372266
74670a6a-e13d-4be2-b307-c010d2884338,2026-05-07 01:12:20 UTC,Alipore,82,44.9,51.1,27.1,94.9,9.14,9.15,7,60.5,32.0,Low,17,6.21,22.532454,88.331179
63da3b5e-533c-4c09-b5b5-bb312fb11aa5,2026-04-04 08:20:54 UTC,Lake Market,90,130.4,193.6,38.3,52.1,1.18,1.05,6,76.0,16.0,High,0,6.12,22.508207,88.347395
3576d306-a11e-49cf-a00f-ec2222a01eaa,2026-03-15 15:40:01 UTC,Tollygunge,97,166.4,236.0,31.5,61.0,1.36,2.16,5,68.9,22.0,Moderate,0,6.91,22.492959,88.348104
0dd7a7f8-3c49-44a7-bd4f-929f74a45e5a,2026-03-24 04:59:32 UTC,Ballygunge,68,165.8,257.2,31.6,69.2,0.97,3.29,1,65.7,20.0,Moderate,0,7.22,22.523006,88.366093
8d57cd9d-57b5-45ff-a4aa-fa5e083ed622,2026-06-29 00:17:44 UTC,Gariahat,86,35.8,42.9,26.9,88.6,8.57,7.81,7,74.4,10.0,Low,22,6.35,22.521637,88.372088
07640f47-dc88-434e-9a78-c656e6bd09ea,2026-05-20 06:36:46 UTC,Lake Market,88,111.1,158.0,36.4,48.1,1.92,0.88,0,64.3,16.0,High,0,5.45,22.514194,88.35199
58e0ee51-96bc-4523-9f0d-a56cbf198cb3,2026-04-16 13:45:22 UTC,Jadavpur,99,130.6,196.3,39.3,53.5,0.46,3.22,3,65.5,18.0,Extreme,0,8.03,22.498759,88.363222
7bffcc9c-8c7a-4b6f-be8e-594fe33cc3b3,2026-04-01 22:19:23 UTC,Bowbazar,47,169.6,249.5,38.2,50.2,2.43,1.08,1,76.1,7.0,High,0,7.1,22.569541,88.356352
93fcbaf7-499f-4c2c-b1e3-404558b24f3d,2026-03-22 19:07:01 UTC,Tangra,57,98.2,153.6,31.5,61.8,1.38,2.24,5,75.5,9.5,Moderate,0,5.96,22.554366,88.387874
6518d1cf-e41b-43db-b12d-bdfb5cedc8d3,2026-04-06 00:13:46 UTC,Shyambazar,10,160.0,246.2,38.2,46.7,1.46,2.78,0,64.2,9.0,High,0,7.14,22.600764,88.372738
0073f190-9dc0-4d8a-afec-c6127f4c988e,2026-03-21 20:16:27 UTC,Bowbazar,48,125.8,176.4,33.1,61.1,1.79,2.15,1,87.1,7.0,Moderate,0,6.76,22.569886,88.355685
6e82cbb5-20aa-46a7-9a56-6c3c5a434d30,2026-06-27 16:44:19 UTC,Park Circus,60,173.0,263.3,36.6,75.5,1.06,0.77,3,71.3,8.0,High,0,6.96,22.545458,88.371711
275a34e2-1cc1-4627-8a0a-7c41b2214a99,2026-07-01 14:14:32 UTC,Behala,120,90.0,136.4,32.7,64.9,0.94,1.21,2,68.2,15.0,Moderate,0,5.23,22.490768,88.315619
3e25de82-5807-46e2-8331-3101aab7b037,2026-03-23 06:47:00 UTC,New Town,101,81.5,126.6,31.3,62.4,2.34,2.13,1,68.2,22.0,Moderate,0,5.19,22.588564,88.461404
90b4a55f-8d5b-4198-805f-47fd236f7623,2026-04-09 05:30:31 UTC,Tangra,57,176.3,256.1,39.8,49.2,2.2,1.38,3,65.8,9.5,Extreme,0,8.57,22.550327,88.38221
86c96875-9e56-44e1-9bdf-bcbea1a47b02,2026-05-23 23:42:09 UTC,Alipore,74,93.6,135.4,37.1,46.1,2.18,3.2,3,57.0,32.0,High,0,5.33,22.531606,88.329445
79f1a6d5-3b91-41d1-a691-5c4cb03c75bc,2026-06-18 02:11:38 UTC,Gariahat,86,19.2,21.1,25.8,87.9,9.17,8.06,6,72.2,10.0,Low,10,6.05,22.516702,88.36722
078fcd23-ce91-44a0-a360-39be348dd2bd,2026-05-23 08:24:27 UTC,Lake Market,88,153.5,193.9,39.7,50.3,0.91,2.0,0,77.0,16.0,Extreme,0,8.39,22.509078,88.345139
6f17c962-c969-40b4-83ae-e7b9e43aeb8b,2026-05-03 00:23:24 UTC,Gariahat,86,150.5,230.6,37.6,52.2,2.32,0.67,4,71.0,10.0,High,0,6.43,22.516847,88.374862
c3731672-4201-48e7-8826-549611edee02,2026-06-20 19:09:09 UTC,Behala,118,163.5,205.5,33.3,75.9,1.68,3.24,4,78.0,15.0,Moderate,0,7.5,22.500074,88.322037
838edfd5-7536-482d-b2d3-b0725cfb8f35,2026-03-28 18:11:00 UTC,Tangra,58,145.5,224.5,33.0,68.3,1.03,1.37,3,78.0,9.5,Moderate,0,6.69,22.553005,88.389154
0ab624be-b489-443e-aac4-7c4efa08b592,2026-07-03 23:55:06 UTC,Alipore,82,132.4,207.6,33.8,62.0,2.15,2.9,0,60.6,32.0,Moderate,0,6.09,22.528428,88.327107
9885307c-d76d-4207-944b-69de1d21268e,2026-06-09 11:49:12 UTC,Gariahat,86,174.3,217.3,32.9,74.0,0.16,2.12,0,84.6,10.0,Moderate,0,7.61,22.519639,88.370644
c07eed6a-b93b-42e4-8dbf-15d8b21164aa,2026-03-13 09:01:15 UTC,Park Circus,60,116.2,150.2,30.0,65.2,0.33,1.54,2,88.1,8.0,Moderate,0,6.39,22.544777,88.370328
218d42e8-acfd-474e-a002-81fb1e58111e,2026-07-03 21:50:56 UTC,Kasba,92,148.1,185.9,31.0,63.7,1.55,2.09,2,67.7,12.5,Moderate,0,6.69,22.517947,88.380976
5f6ea43d-bbf3-4bdc-9595-f1df0b7fb532,2026-07-02 14:14:34 UTC,New Town,101,121.6,186.6,33.0,64.8,1.1,1.94,1,64.7,22.0,Moderate,0,5.87,22.583022,88.468338
c015b777-77af-47b4-9934-85667c32e6b0,2026-06-28 16:13:25 UTC,Ballygunge,72,101.8,122.5,35.7,78.9,2.28,2.86,5,63.3,20.0,High,0,5.76,22.53453,88.362747
606027bd-6ece-4b99-bb61-d01fa2b7017a,2026-05-11 18:23:15 UTC,Tangra,58,151.3,228.8,36.8,54.9,0.43,1.65,2,79.1,9.5,High,0,6.91,22.547683,88.388778
ffd6ce56-c8ca-4b6b-9bd5-290d01cdeaad,2026-06-09 14:29:59 UTC,Behala,121,172.8,249.3,34.6,79.2,1.02,0.62,3,65.3,15.0,Moderate,0,6.65,22.503797,88.306093
35002fbc-e657-4285-9de1-a85358280a8e,2026-05-30 02:59:17 UTC,Bowbazar,47,170.3,218.2,40.3,45.5,1.83,1.53,3,75.7,7.0,Extreme,0,8.74,22.562699,88.353439
c992472d-4140-40c9-b741-aabcb4e0b394,2026-05-21 00:41:27 UTC,Kasba,91,43.4,50.6,28.9,93.3,9.31,7.23,3,61.8,12.5,Low,8,6.02,22.516148,88.388774
ea02982f-1d34-4171-82c1-5d1fe1f0b53b,2026-03-09 05:05:59 UTC,Tangra,58,117.6,171.9,33.6,69.9,0.84,0.64,2,68.8,9.5,Moderate,0,5.73,22.551904,88.390526
98d90722-802a-4a00-97f0-8a09232a53a1,2026-07-04 03:26:53 UTC,Lake Market,87,93.7,135.1,31.3,63.0,1.49,2.79,5,68.2,16.0,Moderate,0,5.75,22.510962,88.346975
af3b7889-20fd-46fa-83ab-55bb7c6cfe22,2026-03-08 20:27:31 UTC,Alipore,82,85.5,124.9,29.5,66.7,0.49,1.21,2,71.0,32.0,Low,0,4.85,22.525333,88.334329
fe71b05f-1ce2-44f4-98ec-3bdbae6c75cc,2026-06-14 00:01:53 UTC,Tangra,57,137.0,185.3,35.8,76.3,1.52,1.84,3,62.2,9.5,High,0,6.35,22.548766,88.387699
33bd70f6-40a8-4b91-83f8-855fd4d4fd39,2026-04-28 21:50:24 UTC,Behala,120,39.7,49.0,27.9,89.7,8.96,8.01,10,64.8,15.0,Low,5,6.19,22.495475,88.316642
b860ee89-eb6b-43d1-a3b5-6b6dce8465e9,2026-06-12 11:21:02 UTC,Jadavpur,96,131.9,162.2,36.2,74.3,0.85,1.46,1,76.8,18.0,High,0,6.25,22.502688,88.361347
3c6a629e-e14d-4f5b-a17d-f7116fff0e69,2026-05-01 07:37:47 UTC,New Town,103,98.6,142.5,36.9,54.6,2.36,2.65,2,64.2,22.0,High,0,5.61,22.576796,88.464012
3861f8d2-5609-4872-9e2c-1b2d024cd0ee,2026-06-28 00:58:28 UTC,Alipore,82,151.5,236.9,37.1,75.1,0.64,0.85,0,63.1,32.0,High,0,5.91,22.529225,88.331468
35b69a1e-1575-42b6-b1c1-de9dfaada40c,2026-04-02 11:35:27 UTC,Behala,120,93.6,114.6,39.4,53.7,2.38,2.51,1,77.6,15.0,Extreme,0,7.38,22.498937,88.308331
3d7f6c40-9df8-40f9-a231-7ce1f43659da,2026-04-15 16:36:53 UTC,Ballygunge,68,135.0,208.0,39.3,45.6,2.24,3.05,3,67.4,20.0,Extreme,0,8.06,22.527338,88.36333
89b7f29e-003b-405e-b994-ef57283f9ce6,2026-04-09 01:03:49 UTC,Ballygunge,69,130.9,192.6,40.1,47.0,0.52,2.58,3,64.4,20.0,Extreme,0,7.78,22.525915,88.366752
326a58e2-d4bf-4e67-80ee-12d366f16b54,2026-04-20 09:01:24 UTC,Salt Lake,30,129.9,157.5,39.9,48.4,0.45,2.54,0,71.2,28.0,Extreme,0,7.72,22.592424,88.422252
187f3453-2176-425c-9bec-96a942f5e8c3,2026-03-21 02:48:09 UTC,Howrah,16,165.6,218.7,34.1,66.1,2.15,1.57,4,75.4,6.5,Moderate,0,7.16,22.58377,88.322136
9be07644-f586-4e7f-89f1-a916f50682c4,2026-03-19 23:14:27 UTC,Gariahat,86,113.2,160.7,31.3,63.8,0.58,1.86,0,71.3,10.0,Moderate,0,6.05,22.517555,88.365846
e7adfb77-a0e7-406a-8a73-b2feb7d3c263,2026-03-24 01:39:54 UTC,Gariahat,86,101.7,134.6,33.1,65.1,0.37,2.1,1,70.2,10.0,Moderate,0,5.87,22.519769,88.368646
51cf6c23-96bc-4ef9-a1ab-6311ff02a978,2026-07-01 02:32:35 UTC,Jadavpur,99,116.6,176.0,34.1,62.0,1.25,1.1,2,61.1,18.0,Moderate,0,5.52,22.501924,88.365357
7e370400-969f-4a6e-9f34-f4437290cdb4,2026-06-13 03:50:20 UTC,Gariahat,86,168.4,267.6,36.5,73.8,2.2,2.15,1,71.9,10.0,High,0,7.25,22.52024,88.374974
6d380545-f55f-48ae-ab4f-f8b244be1601,2026-06-02 16:29:01 UTC,Alipore,82,141.4,215.9,35.9,76.8,0.43,2.21,3,59.6,32.0,High,0,6.04,22.532778,88.333684
b7ade85c-3835-4cd3-b7ab-849463267e53,2026-06-06 15:38:49 UTC,Shyambazar,10,167.5,205.7,32.9,78.6,1.44,3.12,2,64.2,9.0,Moderate,0,7.39,22.604429,88.36697
5c8a752e-aad0-4bae-a574-99d53f0f9db2,2026-06-04 16:00:21 UTC,Kasba,91,99.4,129.4,35.2,75.0,2.4,2.69,0,62.7,12.5,High,0,5.8,22.522652,88.385998
95ef12e2-b980-43c3-86fa-10365bb8d464,2026-04-02 10:37:32 UTC,Jadavpur,99,145.4,201.8,38.7,48.3,2.23,0.77,1,75.5,18.0,High,0,6.29,22.49578,88.367525
bed5671d-95c9-4df9-96ae-0db2bd7c3a49,2026-04-17 20:31:54 UTC,Salt Lake,33,110.4,139.8,39.5,49.1,1.83,2.68,3,69.7,28.0,Extreme,0,7.35,22.577538,88.410088
6d87f63f-33ea-451f-b63f-6fd4eb1aa880,2026-04-02 14:30:24 UTC,Shyambazar,10,127.6,192.0,36.3,51.0,0.37,0.76,0,66.6,9.0,High,0,5.93,22.599529,88.369742
d7a49bb0-8f18-4f01-82e6-b9edd85efdd4,2026-06-19 08:05:05 UTC,Jadavpur,96,162.8,254.8,36.0,76.9,2.21,2.92,3,74.6,18.0,High,0,7.26,22.4993,88.371026
b6573445-6fac-4361-8d9e-b8b0839f6a18,2026-03-27 18:30:20 UTC,Shyambazar,10,122.2,192.0,31.0,61.3,2.05,0.98,3,75.8,9.0,Moderate,0,6.07,22.599348,88.366419
096aa0de-adec-424a-95da-8325829e358f,2026-06-16 10:37:19 UTC,Behala,120,125.3,160.7,37.2,73.2,0.58,1.9,1,78.1,15.0,High,0,6.34,22.491201,88.315275
59a43891-5cc3-4be5-94a8-9d0dcd7c3ccc,2026-06-07 05:02:36 UTC,Bowbazar,47,106.5,135.4,33.1,77.2,1.2,2.09,5,69.3,7.0,Moderate,0,6.0,22.569193,88.358496
f9c00c89-0bfe-45d8-8f67-ddb0448c73e6,2026-05-11 11:33:06 UTC,Tangra,58,127.4,189.2,39.4,52.3,1.06,3.06,2,76.1,9.5,Extreme,0,8.3,22.552808,88.388549
982ada61-bdd9-4ef1-af47-6ec05de721e9,2026-04-13 20:42:37 UTC,Ballygunge,69,153.2,226.9,37.7,54.3,1.2,2.2,1,75.7,20.0,High,0,6.84,22.533523,88.369774
4e2d139e-6e9b-48bc-b431-cbf1a905bf76,2026-07-03 18:53:22 UTC,Jadavpur,96,110.5,138.9,32.9,62.0,0.07,1.92,0,75.0,18.0,Moderate,0,5.93,22.50393,88.372996
3351061c-4b91-459a-8789-046889472d80,2026-05-23 13:32:27 UTC,Ballygunge,69,140.9,195.8,40.1,50.1,1.61,2.67,3,66.4,20.0,Extreme,0,8.05,22.525139,88.368261
